postalCode,Count_res,zip_x,pcapita,zip_y,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,all_county_weights,imprecise,military,timezone,densitycountratio,selection_index
7083,2,7083,0.02975105663780417,7083,40.69419,-74.26895,Union,NJ,New Jersey,True,,53053,2366.6,34039,Union,"{'34013':0.02,'34039':99.98}",False,False,America/New_York,0.2547347879136996,0.2844858445515037
75057,2,75057,-0.6851659462099862,75057,33.07885,-97.06273,Lewisville,TX,Texas,True,,35330,976.2,48121,Denton,{'48121':100},False,False,America/Chicago,-0.09602572616926547,-0.7811916723792516
70548,2,70548,-0.7968547298149161,70548,30.229329999999997,-92.26141,Rayne,LA,Louisiana,True,,16122,54.8,22001,Acadia,"{'22001':87.08,'22055':7.42,'22113':5.5}",False,False,America/Chicago,-0.3284701577544525,-1.1253248875693687
74344,2,74344,-0.47605166521807185,74344,36.419709999999995,-95.11206,Strang,OK,Oklahoma,True,,587,12.4,40097,Mayes,{'40097':100},False,False,America/Chicago,-0.3391665370676844,-0.8152182022857563
21286,2,21286,0.44121060143345525,21286,39.0305,-76.55147,Annapolis,MD,Maryland,True,,544,205.3,24003,Anne Arundel,{'24003':100},False,False,America/New_York,-0.2905030566544192,0.15070754477903603
75032,2,75032,0.6495996305837791,75032,33.07395,-96.91483000000001,The Colony,TX,Texas,True,,47852,731.4,48121,Denton,{'48121':100},False,False,America/Chicago,-0.15778218031735944,0.49181745026641965
22407,2,22407,-0.08882761946223512,22407,38.3579,-77.86346,Burr Hill,VA,Virginia,True,,232,21.4,51137,Orange,{'51137':100},False,False,America/New_York,-0.33689607919459275,-0.42572369865682785
74403,2,74403,-0.7047477459329284,74403,35.45456,-95.92795,Henryetta,OK,Oklahoma,True,,10448,19.3,40111,Okmulgee,"{'40091':8.59,'40107':0.34,'40111':91.06}",False,False,America/Chicago,-0.33742585269831415,-1.0421735986312426
22657,2,22657,-0.3378307517416244,22657,38.43912,-77.99759,Culpeper,VA,Virginia,True,,31444,74.3,51047,Culpeper,"{'51047':95.51,'51113':1.84,'51137':2.65}",False,False,America/New_York,-0.32355083236275384,-0.6613815841043782
7442,2,7442,0.27428180256071905,7442,41.00247,-74.28578,Pompton Lakes,NJ,New Jersey,True,,11097,1476.1,34031,Passaic,{'34031':100},False,False,America/New_York,0.030085595026127364,0.3043673975868464
76179,2,76179,-0.013884929164554836,76179,33.272,-97.51417,Decatur,TX,Texas,True,,15587,19.4,48497,Wise,"{'48097':0.26,'48121':1.95,'48497':97.79}",False,False,America/Chicago,-0.3374006253886131,-0.35128555455316796
25312,2,25312,-0.8167387178051878,25312,38.53927,-81.63074,Charleston,WV,West Virginia,True,,6084,33.6,54039,Kanawha,{'54039':100},False,False,America/New_York,-0.3338183474110685,-1.1505570652162562
72404,2,72404,-0.0574000396599821,72404,35.86703,-90.93568,Egypt,AR,Arkansas,True,,174,4.3,5031,Craighead,{'05031':100},False,False,America/Chicago,-0.341209949153467,-0.39860998881344906
24012,2,24012,-0.699308357121,24012,37.272940000000006,-79.95411,Roanoke,VA,Virginia,True,,9047,1075.8,51770,Roanoke,{'51770':100},False,False,America/New_York,-0.07089932570705079,-0.7702076828280509
72032,2,72032,-0.706379562576507,72032,35.7885,-92.30834,Fox,AR,Arkansas,True,,622,5.7,5137,Stone,{'05137':100},False,False,America/Chicago,-0.3408567668176527,-1.0472363293941598
76040,2,76040,-0.49895753588163705,76040,32.50396,-97.18842,Lillian,TX,Texas,True,,152,38.9,48251,Johnson,{'48251':100},False,False,America/Chicago,-0.33248129999691445,-0.8314388358785515
2382,2,2382,0.03923976823194594,2382,42.07999,-70.93991,Whitman,MA,Massachusetts,True,,14489,806.6,25023,Plymouth,{'25023':100},False,False,America/New_York,-0.1388112434221933,-0.09957147519024737
74467,2,74467,-0.7502572989927295,74467,34.20715,-96.1886,Caney,OK,Oklahoma,True,,849,7.9,40005,Atoka,{'40005':100},False,False,America/Chicago,-0.3403017660042303,-1.0905590649969599
75965,2,75965,-0.3641211309992784,75965,32.784929999999996,-97.10019,Arlington,TX,Texas,True,,22639,1157.5,48439,Tarrant,{'48439':100},False,False,America/Chicago,-0.050288613681318435,-0.4144097446805968
7621,2,7621,0.05839850438062712,7621,40.9238,-73.99859000000001,Bergenfield,NJ,New Jersey,True,,26761,3677.2,34003,Bergen,{'34003':100},False,False,America/New_York,0.5853639088552516,0.6437624132358787
75052,2,75052,-0.39276857874210136,75052,33.0319,-96.67429,Plano,TX,Texas,True,,44622,1043.2,48085,Collin,{'48085':100},False,False,America/Chicago,-0.07912342866958288,-0.47189200741168424
2135,2,2135,0.21372327378791608,2135,42.34981,-71.15386,Brighton,MA,Massachusetts,True,,42780,6270.6,25025,Suffolk,{'25025':100},False,False,America/New_York,1.2396089586414727,1.4533322324293887
2189,2,2189,-0.0022808996991075655,2189,42.20876,-70.9316,East Weymouth,MA,Massachusetts,True,,14559,1476.8,25021,Norfolk,{'25021':100},False,False,America/New_York,0.030262186194034507,0.02798128649492694
25526,2,25526,-0.1243045220467015,25526,38.31151,-82.43101999999999,Lavalette,WV,West Virginia,True,,2783,60.1,54099,Wayne,{'54099':100},False,False,America/New_York,-0.3271331103402985,-0.451437632387
76016,2,76016,0.39908555696774306,76016,32.24004,-96.84635,Forreston,TX,Texas,True,,434,14.2,48139,Ellis,{'48139':100},False,False,America/Chicago,-0.3387124454930661,0.060373111474676944
76017,2,76017,-0.17011626337383187,76017,32.20528,-97.79713000000001,Glen Rose,TX,Texas,True,,7071,19.9,48425,Somervell,"{'48035':0.13,'48425':99.87}",False,False,America/Chicago,-0.337274488840108,-0.5073907522139399
76502,2,76502,-0.17815447128479275,76502,31.6858,-98.18813,Hamilton,TX,Texas,True,,4978,5.0,48193,Hamilton,"{'48193':99.94,'48333':0.06}",False,False,America/Chicago,-0.34103335798555984,-0.5191878292703526
2451,2,2451,0.6561873348115591,2451,42.3982,-71.2571,Waltham,MA,Massachusetts,True,,17426,1217.6,25017,Middlesex,{'25017':100},False,False,America/New_York,-0.03512700055100617,0.621060334260553
77029,2,77029,-1.1294431368376054,77029,29.8979,-95.17696,Houston,TX,Texas,True,,30949,305.7,48201,Harris,{'48201':100},False,False,America/Chicago,-0.2651748377145964,-1.3946179745522018
2119,2,2119,-0.7753993628345319,2119,42.3241,-71.08483000000001,Roxbury,MA,Massachusetts,True,,25346,6125.8,25025,Suffolk,{'25025':100},False,False,America/New_York,1.2030798141943975,0.42768045135986554
77354,2,77354,0.28751764866974483,77354,30.2408,-95.16107,Splendora,TX,Texas,True,,12164,90.6,48339,Montgomery,"{'48291':23.18,'48339':76.82}",False,False,America/Chicago,-0.3194387808814878,-0.031921132211742975
77378,2,77378,-0.857957197468912,77378,28.899590000000003,-95.88091,Bay City,TX,Texas,True,,23047,17.2,48321,Matagorda,{'48321':100},False,False,America/Chicago,-0.3379556262020355,-1.1959128236709475
6902,2,6902,0.4444742347206123,6902,41.05893,-73.54661,Stamford,CT,Connecticut,True,,63406,2405.4,9001,Fairfield,{'09001':100},False,False,America/New_York,0.2645229840776949,0.7089972187983072
75146,2,75146,-0.6032124881102648,75146,32.167590000000004,-96.11031,Trinidad,TX,Texas,True,,2285,26.1,48213,Henderson,{'48213':100},False,False,America/Chicago,-0.3357103956386449,-0.9389228837489098
6905,2,6905,1.4629695709274737,6905,41.088809999999995,-73.54349,Stamford,CT,Connecticut,True,,19649,1527.4,9001,Fairfield,{'09001':100},False,False,America/New_York,0.04302720490275004,1.5059967758302237
